turn_id;utterance;speaker;intents
15;Absolutely! Just let me know where you'd like to depart from, and either what time you want to leave or arrive by.;SYSTEM;
16;I need to be at Camboats by 8:15;USER;find_taxi,
17;what will be your depature site?;SYSTEM;
18;Sorry, actually I need to go from Camboats to The Copper Kettle. I want to get there by 18:15.;USER;find_taxi,book_restaurant,
19;Booking completed! Booked car type : grey lexus Contact number : 07939286212;SYSTEM;
20;Thank you. What a relief everything is set up now. Again, thanks. Goodbye.;USER;
21;Can I look up anything else before you go?;SYSTEM;
0;Hi, I'm looking to catch a train to Norwich. Are there any that depart at or around 17:00?;USER;find_train,
1;There are departures most days from Cambridge at 17:36. Would you like any more information of train times or help booking a train?;SYSTEM;
2;Does that train leave on Friday?;USER;find_train,
3;Yes! We have 7 trains leaving on Friday to Norwich. What time would you like to arrive by?;SYSTEM;
4;No preference.;USER;find_train,
5;The train closest to your preferred departure time is TR3833, going from Cambridge to Norwich at 17:36. Would you like me to book that for you?;SYSTEM;
6;Sure thing, I'd like 7 tickets please.;USER;book_train,
7;Booking was successful, the total fee is 123.2 GBP payable at the station. Your Reference number is : P8ID3JSB .;SYSTEM;
8;Thank you!;USER;
9;You're welcome. Can I help with anything else?;SYSTEM;
10;Thanks so much for all your help.;USER;
11;You're welcome. Good-bye.;SYSTEM;
0;I need to find a train from cambridge to ely that leaves after 09:00;USER;find_train,
1;What day would you like to travel?;SYSTEM;
2;I will be traveling on Monday.;USER;find_train,
3;I have TR8399 leaving cambridge at 9:50 and arriving at 10:07 in ely. Would you like to book that?;SYSTEM;
4;What is the travel time and price?;USER;find_train,
5;It is a short trip, just 17 minutes and the cost is 4.40 pounds.;SYSTEM;
6;i also need somewhere to sleep;USER;find_hotel,
7;I'd be happy to help. May I ask what price range and area of town you are looking for?;SYSTEM;
8;I need a 4 star hotel.;USER;find_hotel,
9;There are more than 20 hotels that are 4 star. Is there a certain part of town that you would like to stay in?;SYSTEM;
10;How about something in the expensive price range with free wifi?;USER;find_hotel,find_train,
11;Sure, I recommend university arms hotel in the centre, would you like me to make a reservation for you?;SYSTEM;
12;book it for 7 people and 5 nights starting from wednesday.;USER;book_hotel,
13;You are booked into university arms hotel. Your reference number is WRRF425A . How else may I help you?;SYSTEM;
14;That will be all, thanks for all of your help;USER;
15;You are most welcome, enjoy the rest of your day.;SYSTEM;
16;Thank you! Have a great day.;USER;
17;You're welcome, glad I could help.;SYSTEM;
0;I'm looking for a museum to go to and it should be in the centre. I would like free admission.;USER;find_attraction,find_restaurant,
1;I have 11 different options to choose from. If you would like a recommendation, the Primavera is a great museum to visit! Would you like more information on them?;SYSTEM;
2;I am looking for a museum in the city center.;USER;find_attraction,
3;Castle galleries is a great place to visit in town centre and also has free entrance. Would you like the address?;SYSTEM;
4;Yes,and I will be needing the phone number also.;USER;find_attraction,
5;Castle galleries is located at unit su43, grande arcade, saint andrews street, phone 01223307402. Can I help you with anything else today?;SYSTEM;
6;Yes, I was also interested in a European restaurant in the same area.;USER;find_restaurant,
7;We have 6 european restaurants in the centre area. Do you have a price preference?;SYSTEM;
8;I need a moderate price range.;USER;find_restaurant,
9;Hotel du vin and bistro or galleria should meet your needs. Would you like to book a table? If you'd prefer modern european instead, I can make a different recommendation.;SYSTEM;
10;Galleria sounds good. Can you make a reservation for Monday for 3 at 12:30?;USER;book_restaurant,find_taxi,
11;Booking was successful. The table will be reserved for 15 minutes. Reference number is : G9LKUWQJ . Can I help with anything else today?;SYSTEM;
12;I need to book a taxi from the park to get me to the restaurant on time. Can you do that for me?;USER;find_taxi,book_restaurant,
13;By park, do you mean castle galleries? If so, I've booked you a red skoda. The taxi company can be reached at 07237980218. Can I help you with anything else?;SYSTEM;
14;Yes thank you. I appreciate all your help. Good day!;USER;
15;You are welcome enjoy your stay.;SYSTEM;
0;Can you give me information about museums in the centre of town?;USER;find_attraction,
1;I found 11 museums in the centre. What would you like to know?;SYSTEM;
2;Which is your favorite, and how much is the entrance fee?;USER;find_attraction,
3;I enjoy visiting the whipple museum of the history of science, and best of all it's free to get in. Would you like the address?;SYSTEM;
4;No that isn't necessary. Could you help me find a train going to cambridge?;USER;find_train,
5;We have any trains going to Cambridge. Where will you be departing from? What day would you like?;SYSTEM;
6;I need a train from Leicester to Cambridge on Sunday arriving by 20:00.;USER;find_train,
7;There are 14 trains, TR9320 will get you there at 19:54 would that work?;SYSTEM;
8;I think that will work. Before I book a ticket, though, could you give me the travel time?;USER;find_train,
9;Yes the total travel time would be 105 minutes.;SYSTEM;
10;I have everything I need, can I book?;USER;find_train,
11;I will be happy to assist you in booking for this train. How many tickets will you be needing?;SYSTEM;
12;We need 4 please. We have 2 children under 12. Do they get a special rate?;USER;book_train,
13;Unfortunately, I do not have that information. However, I was able to successfully book your train. The total is 120.96 GBP payable at the station. Here is your reference number: FMYXQV28 .;SYSTEM;
14;Great thank you that's all I need.;USER;
15;Thank you for contacting the Cambridge Towninfo Centre. Have a great day.;SYSTEM;
0;I am looking for a train that departs from Peterborough and goes to Cambridge.;USER;find_train,
1;I have many trains available. What day would you like to leave?;SYSTEM;
2;We will be leaving on Sunday afternoon.;USER;find_train,
3;There are still many trains to pick from, can you narrow down a departure and arrival time frame?;SYSTEM;
4;Yes, it should leave after 20:15 and leave on monday, not sunday. Please give me a price, travel time, and arrival time for any train.;USER;find_train,find_hotel,
5;I have one leaving at 20:19 and arriving at 21:09. It is 13.20 pounds. Would you like me to book that for you.;SYSTEM;
6;Yes please. What is the travel time? I'll also need a hotel in the expensive price range. Can you help me with that as well?;USER;find_hotel,find_train,
7;Travel time is 50 minutes. I found 5 hotels you may like. Do you have a star rating request or an area you prefer?;SYSTEM;
8;Yes, I'd like a 2 star rating and I'll need it to be in the east side of town.;USER;find_hotel,
9;I found one hotel that matches your criteria, It's the Express by Holiday Inn Cambridge. Would you like to book there?;SYSTEM;
10;Yes, I would like to book it for 3 people starting that same day for 4 nights.;USER;book_hotel,
11;I have you booked at the Express by Holiday Inn, three people for four nights starting on Monday. Your reference number is XPFOA5KT . Is there anything else you need?;SYSTEM;
12;That is all thank you goodbye.;USER;
13;Thank you for using Cambridge TownInfo centre. Have a wonderful day!;SYSTEM;
0;Hi, can you give me information about Nusha?;USER;find_attraction,
1;Nusha is an entertainment attraction in the south the entrance fee is not listed. Do you need the phone number and address?;SYSTEM;
2;Yes I'd like to know where the area is and the phone number.;USER;find_attraction,
3;Nusha is in the south, and the phone number is 01223902158.;SYSTEM;
4;Alright. Are there any trains going to Cambridge on Sunday?;USER;find_train,
5;I have several trains going to Cambridge. Where will you be departing from?;SYSTEM;
6;I'll be departing from birmingham new street leaving after 21:00. Can you book 2 seats? What is the cost?;USER;book_train,
7;I have booked two seats for you with the confirmation 30V02NX3 . The total cost will be 120.16GBP.;SYSTEM;
8;I actually need to book 7 seats. Can you add 5 more?;USER;book_train,
9;You will have to work that out at the station. I apologize.;SYSTEM;
10;You are not being very helpful.;USER;book_train,
11;Sorry, I am the supervisor. I have booked you 5 more tickets. The extra cost is 300.39 Pounds, payable at the station. The reference number is 0G76CZ16 . Anything else?;SYSTEM;
12;Okay, that will be all. Good bye.;USER;
13;Ok, have a great day!;SYSTEM;
0;I saw a places with a weird name, cafe jello gallery. Can you tell me more about it?;USER;find_attraction,find_restaurant,
1;Cafe Jello is a museum in the west part of town.;SYSTEM;
2;Can you give me the address, please?;USER;find_attraction,
3;Yes, the address is Cafe Jello Gallery, 13 Magdalene Street. Would you like more information?;SYSTEM;
4;No thanks. But I could use some help with finding a train into Cambridge.;USER;find_train,
5;I'd be happy to help with that. Where are you leaving from, and what day and time?;SYSTEM;
6;I am leaving from Norwich on Thursday. I need to arrive by 9.;USER;find_train,
7;TR3948 arrives at 08:35, shall I book a ticket for you?;SYSTEM;
8;Yes, please book it.;USER;find_train,
9;Certainly! Can you tell me how many tickets you will be needing?;SYSTEM;
10;I have booked you one train ticket for Cafe Jello in Cambridge. Train number TR3948 departs from Norwich and arrives to Cambridge on Thursday at 8:35.;USER;find_train,
11;That's interesting, considering you're the customer! Can you tell me how many tickets you'll need on that train?;SYSTEM;
12;I need the train ID instead,please.;USER;find_train,
13;Looks like it's TR3948.;SYSTEM;
14;Okay, great! That's all I'll be needing, thanks so much!;USER;
15;You're welcome, have a great day.;SYSTEM;
0;Are there any 1-star hotels with free parking?;USER;find_hotel,
1;I'm sorry, I can't find any hotels that meet your criteria. Would you like to search again?;SYSTEM;
2;I am looking for a guesthouse with free parking, preferably one star.;USER;find_hotel,
3;Sorry, I'm not finding anything. Want to change to a hotel?;SYSTEM;
4;What about guesthouses?;USER;find_hotel,
5;No, I'm sorry but as I said, there are no guesthouse listings. What else may I look for for you?;SYSTEM;
6;how about a hotel with 4 stars?;USER;find_hotel,
7;it is available. can i book one for you?;SYSTEM;
8;Yes, I will be traveling alone on Sunday and staying for 2 nights.;USER;book_hotel,
9;Thank you for your patience. I am checking many hotels as so far I have been unsuccessful booking a room for you.;SYSTEM;
10;Let's back up a bit. Are there any 4-star guesthouses?;USER;book_hotel,
11;Yes, there are 16 4 star guest houses that have free parking. Do you have an area you are looking at?;SYSTEM;
