turn_id;speaker;utterance;dialogue_act
14; USER ; Oh, what type of architecture is it?;
15; SYSTEM ; it is architecture type. anything else?;Attraction-Inform
16; USER ; Just the address please;Attraction-Request
17; SYSTEM ; it is located in Jesus lane;Attraction-Inform
18; USER ; Is there an entrance fee?;Attraction-Request
19; SYSTEM ; The entrance fee is free. Anything else i can do for you today?;Attraction-Inform
20; USER ; That will be all. Thank you!;general-thank
21; SYSTEM ; Thank you and have a great day. Goodbye.;general-bye
0; USER ; Hi, I'm looking for restaurants in the area that serve British cuisine. Could you give me some suggestions?;Restaurant-Inform
1; SYSTEM ; There are many Indian restaurants in the city. Could you tell me in what area you would like to eat?;Restaurant-Inform
2; USER ; Is there something available in the west?;Restaurant-Inform
3; SYSTEM ; Yes, there are 3. Would you like something in the moderate or expensive price range?;Restaurant-Inform
4; USER ; I don't care about the price range. However, I need to confirm that the restaurant serves British food and is in the centre of town.;Restaurant-Inform
5; SYSTEM ; The Restaurant One Seven meets your specifications of british food in the centre of town. Would you like me to book that for you?;Booking-Inform
6; USER ; Yes. For 6 people at 19:30 on friday, please. I'll need the reference number.;Restaurant-Inform
7; SYSTEM ; Booking was successful. The table will be reserved for 15 minutes. Reference number is : 59JRJR4E .;Booking-Book
8; USER ; Great thanks so much!;general-thank
9; SYSTEM ; Is there anything else I can help you with?;general-reqmore
10; USER ; That's all I needed thank you;general-thank
11; SYSTEM ; You're welcome. Have a great meal!;general-bye
0; USER ; I would like to get some information about colleges to visit?;Attraction-Inform
1; SYSTEM ; There is Christ's College, Churchill College, Clare College, Clare Hall, Corpus Christi, Downing College, Emmanuel College, and Huges Hall. Would you like me to list more?;Attraction-Inform
2; USER ; May I please have entrance fees, phone numbers, and post codes?;Attraction-Request
3; SYSTEM ; I'll start out by giving you Christ's College. The phone number is 01223334900, the entrance is free, and the post code is cb23bu. Do you need more than that?;Attraction-Inform
4; USER ; I would like to know the entrance fee.;Attraction-Request
5; SYSTEM ; It is free to enter the Christ's college. Is there anything else I can help you with today?;Attraction-Inform
6; USER ; I also need a train leaving on Friday. I will be departing from Birmingham New Street and going to Cambridge. I would like to arrive by 16:30.;Train-Inform
7; SYSTEM ; TR6359 leaves at 13:40 and arrives 16:23, will this one work for you?;Train-Inform
8; USER ; Yes I need 6 tickets.;Train-Inform
9; SYSTEM ; Booking was successful, the total fee is 450.6 GBP payable at the station. Reference number is : V6EN7V4W . Is there anything else I can help you with?;Train-OfferBooked
10; USER ; That will be all. Thank you for all your help.;general-thank
11; SYSTEM ; You're welcome! Have a great time!;general-bye
0; USER ; I need a train to arrive in cambridge by 19:30 on thursday.;Train-Inform
1; SYSTEM ; We should be able to help you, where will you be coming from?;Train-Request
2; USER ; The train should go to london kings cross and should depart from cambridge at 19:30;Train-Inform
3; SYSTEM ; If you are indeed traveling from Cambridge to Kings Cross, I recommend TR1791. It will arrive in Kings Cross at 17:51 on Thursday.;Train-Inform
4; USER ; I need 2 tickets please and the reference number can you help me with that?;Train-Inform
5; SYSTEM ; I was able to book it, reference number is UT2T6SJ1 .;Train-OfferBooked
6; USER ; I am also looking for a restaurant in the center of town in the expensive price range.;Restaurant-Inform
7; SYSTEM ; Okay, and what type of food would you like to eat?;Restaurant-Request
8; USER ; Any type of cuisine is fine with me. Can you book a table for us at your favorite? We'll need it at 11:30, before we take that train.;Train-Inform
9; SYSTEM ; I'd recommend bedouin, it's an expensive african restaurant in the centre. Does that work for you?;Restaurant-Recommend
10; USER ; That sounds great! I need to get a table for 2 at 11:30 on Thursday.;Restaurant-Inform
11; SYSTEM ; Your table has been booked! The reference number is ZE1R8O8Q .;Booking-Book
12; USER ; Thanks for the help. That's all I need today. Have a good day.;general-bye
13; SYSTEM ; I'm glad to be of service, and enjoy your time in Cambridge!;general-bye
0; USER ; What is the address for Pizza Hut in Cherry Hinton?;Restaurant-Inform
1; SYSTEM ; The address is G4 Cambridge Leisure Park Clifton Way Cherry Hinton.;Restaurant-Inform
2; USER ; i need to reserve a table there.;Restaurant-Inform
3; SYSTEM ; Ok, let's start with which day you would like to have this reservation?;Booking-Request
4; USER ; book a table for 8 people at 17:15 on sunday.;Restaurant-Inform
5; SYSTEM ; Okay, I will work on getting that booked and get back with you shortly.;Booking-Inform
6; USER ; I am in a hurry, this is odd. Hello? Can anyone help me? Can I speak with your supervisor?;general-greet
7; SYSTEM ; I was able to book that, reference number is IU1WHV35;Booking-Book
8; USER ; Thanks. I'd also like a multiple sports attractions in the centre.;Attraction-Inform
9; SYSTEM ; There are unfortunately no multiple sports attractions in the centre. Would you like me to search other areas for the multiple sports attraction?;Attraction-NoOffer
10; USER ; No problem, how about a nightclub?;Attraction-Inform
11; SYSTEM ; Absolutely. There are 5 nightclubs located in the centre. All of them have an entrance fee of 5 pounds. Would you like a recommendation?;Attraction-Inform
12; USER ; that will be great.;Attraction-Request
13; SYSTEM ; I personally like ballare, they are very contemporaneity;Attraction-Inform
14; USER ; Can I get their phone number and postcode please?;Attraction-Request
15; SYSTEM ; Sure! Their phone number is 01223364222 and the postcode is CB23NA.;Attraction-Inform
16; USER ; I also need a taxi to commute between the two places.;Taxi-Inform
17; SYSTEM ; I booked a taxi to pick you up at 7 pm, it's going to be a blue Volkswagen, the contact number is 076-2009-8271.;Taxi-Inform
18; USER ; I thought you already booked it? I'm confused.;Taxi-Inform
19; SYSTEM ; Your taxi is booked.;Taxi-Inform
20; USER ; Yes thank you that is all I need.;general-thank
21; SYSTEM ; Well, thank you for using the Cambridge TownInfo centre. Have a good day.;general-bye
0; USER ; Hi, I'm looking for a place to eat some indian food.;Restaurant-Inform
1; SYSTEM ; Do you have a price range in mind?;Restaurant-Request
2; USER ; I would like it to be expensive.;Restaurant-Inform
3; SYSTEM ; I have several great options. Did you have an area of town in mind?;Restaurant-Inform
4; USER ; I'd like a place in the south, please.;Restaurant-Inform
5; SYSTEM ; taj tandoori is the place you want to go. It meets all of your needs. Need a table?;Booking-Inform
6; USER ; No, but can you give me the address, postcode, and phone number?;Restaurant-Request
7; SYSTEM ; Of course, the address is 64 Cherry Hinton Road Cherry Hinton and their postcode is cb17aa. Their phone number is 01223412299;Restaurant-Inform
8; USER ; I would also like to go to some attractions in the same area as the restaurant.;Attraction-Inform
9; SYSTEM ; There are a number of attractions in the area. There's a cinema, a museum, a nightclub, some parks, a theatre... Do any of these appeal to you in particular?;Attraction-Inform
10; USER ; restaurant is what i am looking for, entrance fee and postcode please. get me a taxi from the attraction by 10.15, get me its contact number and car type.;Attraction-Request
11; SYSTEM ; Just to clarify you are looking for another restaurant and not an attraction?;Attraction-Select
12; USER ; Oh, yeah, I do want information on attractions! In the same area. After that, I will need a taxi.;Attraction-Inform
13; SYSTEM ; If you like parks the Wandlbury Country Park has free admission and is in the cb223ae postcode. Or I can tell you about the other attractions?;Attraction-Recommend
14; USER ; That sounds wonderful, is it also in the South part of town? If so, I'd like a taxi from there to my hotel.;Attraction-Inform
15; SYSTEM ; Yes, Wandlebury Country Park is in the south. In order to help you book a taxi between the park and your hotel, I need to know what hotel you're at.;Attraction-Inform
16; USER ; I want a taxi from the restaurant that I am at;Taxi-Inform
17; SYSTEM ; Ok, so you'd like a taxi from the restaurant to the park? Could you please let me know your desired departure and arrival times?;Taxi-Request
18; USER ; I'm sorry, I'd like a taxi from Wandlebury Country Park to Taj Tandoori. I'd like the taxi to pick me up at 10:15.;Taxi-Inform
19; SYSTEM ; Okay, I have booked a taxi for you It will be a white Tesla and the contact number is 07162438055. Would there be anything else?;Taxi-Inform
20; USER ; No, that is all. Goodbye!;general-bye
21; SYSTEM ; Thanks for using Cambridge TownInfo centre, goodbye!;general-bye
0; USER ; Hi, I am looking for a place to stay in Cambridge. I will need free parking.;Hotel-Inform
1; SYSTEM ; We have 29 locations that fit your criteria. Are you looking for a particular price or any other kind of accomodations?;Hotel-Inform
2; USER ; How about something expensive with a 4 star rating?;Hotel-Inform
3; SYSTEM ; In the 4 star expensive range we have huntingdon marriott hotel, and the university arms hotel. Would you like to book one of them?;Booking-Inform
4; USER ; Actually I'm looking for a guesthouse. Do you have one that has 4 stars and free parking?;Hotel-Inform
5; SYSTEM ; There's nothing fitting those criteria. I do have 9 moderately priced guesthouses with free parking. Or would you like to change something else?;Hotel-Inform
6; USER ; A moderate priced one is fine. Please give me the postcode phone number and area.;Hotel-Request
7; SYSTEM ; I have the acorn guest house on the north side 154 Chesterton road cb41da, would you like me to book this location?;Booking-Inform
8; USER ; I'd like to book it myself, may I get the phone number please? I'll also need a train from Norwich arriving by 11:45. Can you help me with that as well?;Hotel-Request
9; SYSTEM ; Acorn number is 01223353888. I can absolutely help you with train, can you specify which day you'd like to leave?;Hotel-Inform
10; USER ; I would like to leave on Tuesday headed to Cambridge;Train-Inform
11; SYSTEM ; Okay. You are all set. The train will arrive in Norwich at 11:30 headed to Cambridge. Is there anything else I can help you with?;Train-OfferBooked
12; USER ; how much will i need to pay for ticket?;Train-Inform
13; SYSTEM ; I apologize, I think there was some confusion. Your train from Norwich to Cambridge departs at 10:16 and arrives at 11:35. The cost is 17.60 pounds.;Train-Inform
14; USER ; Thank you for that. That is all I needed. Thanks!;general-thank
15; SYSTEM ; Excellent! Have a good day!;general-bye
